Date,Change.L,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
25/7/2021,0.1,1.33,4.91,1.53,5.32,-5.67,4.89,1.5,4.23,2.46,-5.72,1.51,11.67,0.68,11.01,-32.45,11.67,-1.75,10.28,2.2,25.83,-1.76,-3.88,-3.91,-4.79,49.48
24/7/2021,5.32,4.89,1.5,4.23,2.46,-5.72,1.51,11.67,0.68,11.01,-32.45,11.67,-1.75,10.28,2.2,25.83,-1.76,-3.88,-3.91,-4.79,49.48,-3.93,-0.35,-3.68,-3.95,-3.25
23/7/2021,2.46,1.51,11.67,0.68,11.01,-32.45,11.67,-1.75,10.28,2.2,25.83,-1.76,-3.88,-3.91,-4.79,49.48,-3.93,-0.35,-3.68,-3.95,-3.25,-0.29,1.12,3.67,1.6,33.08
22/7/2021,11.01,11.67,-1.75,10.28,2.2,25.83,-1.76,-3.88,-3.91,-4.79,49.48,-3.93,-0.35,-3.68,-3.95,-3.25,-0.29,1.12,3.67,1.6,33.08,1.05,-2.1,-2.16,-0.02,0.63
21/7/2021,2.2,-1.76,-3.88,-3.91,-4.79,49.48,-3.93,-0.35,-3.68,-3.95,-3.25,-0.29,1.12,3.67,1.6,33.08,1.05,-2.1,-2.16,-0.02,0.63,-2.03,-3.89,-3.86,-1.72,-3.94
20/7/2021,-4.79,-3.93,-0.35,-3.68,-3.95,-3.25,-0.29,1.12,3.67,1.6,33.08,1.05,-2.1,-2.16,-0.02,0.63,-2.03,-3.89,-3.86,-1.72,-3.94,-3.88,2.8,1.04,0.88,-38.57
19/7/2021,-3.95,-0.29,1.12,3.67,1.6,33.08,1.05,-2.1,-2.16,-0.02,0.63,-2.03,-3.89,-3.86,-1.72,-3.94,-3.88,2.8,1.04,0.88,-38.57,2.78,-4.65,-1.21,-2.72,46.27
18/7/2021,1.6,1.05,-2.1,-2.16,-0.02,0.63,-2.03,-3.89,-3.86,-1.72,-3.94,-3.88,2.8,1.04,0.88,-38.57,2.78,-4.65,-1.21,-2.72,46.27,-4.64,-4.88,-5.77,-4.38,32.91
17/7/2021,-0.02,-2.03,-3.89,-3.86,-1.72,-3.94,-3.88,2.8,1.04,0.88,-38.57,2.78,-4.65,-1.21,-2.72,46.27,-4.64,-4.88,-5.77,-4.38,32.91,-4.87,1.35,-0.26,-3.5,-25.49
16/7/2021,-1.72,-3.88,2.8,1.04,0.88,-38.57,2.78,-4.65,-1.21,-2.72,46.27,-4.64,-4.88,-5.77,-4.38,32.91,-4.87,1.35,-0.26,-3.5,-25.49,1.34,-1.64,-0.82,0.15,-22
15/7/2021,0.88,2.78,-4.65,-1.21,-2.72,46.27,-4.64,-4.88,-5.77,-4.38,32.91,-4.87,1.35,-0.26,-3.5,-25.49,1.34,-1.64,-0.82,0.15,-22,-1.62,1.23,0.26,0.6,-34.55
14/7/2021,-2.72,-4.64,-4.88,-5.77,-4.38,32.91,-4.87,1.35,-0.26,-3.5,-25.49,1.34,-1.64,-0.82,0.15,-22,-1.62,1.23,0.26,0.6,-34.55,1.21,-8.47,-5.89,-1.42,-21.98
13/7/2021,-4.38,-4.87,1.35,-0.26,-3.5,-25.49,1.34,-1.64,-0.82,0.15,-22,-1.62,1.23,0.26,0.6,-34.55,1.21,-8.47,-5.89,-1.42,-21.98,-8.48,-0.28,-3.34,-8.73,37.88
12/7/2021,-3.5,1.34,-1.64,-0.82,0.15,-22,-1.62,1.23,0.26,0.6,-34.55,1.21,-8.47,-5.89,-1.42,-21.98,-8.48,-0.28,-3.34,-8.73,37.88,-0.26,5.76,2.35,4.66,-25.84
11/7/2021,0.15,-1.62,1.23,0.26,0.6,-34.55,1.21,-8.47,-5.89,-1.42,-21.98,-8.48,-0.28,-3.34,-8.73,37.88,-0.26,5.76,2.35,4.66,-25.84,5.76,-5.44,1.07,1.44,116.3
10/7/2021,0.6,1.21,-8.47,-5.89,-1.42,-21.98,-8.48,-0.28,-3.34,-8.73,37.88,-0.26,5.76,2.35,4.66,-25.84,5.76,-5.44,1.07,1.44,116.3,-5.47,4.4,-2.67,-2.69,-40.79
9/7/2021,-1.42,-8.48,-0.28,-3.34,-8.73,37.88,-0.26,5.76,2.35,4.66,-25.84,5.76,-5.44,1.07,1.44,116.3,-5.47,4.4,-2.67,-2.69,-40.79,4.43,3.26,6.67,5.06,8.59
8/7/2021,-8.73,-0.26,5.76,2.35,4.66,-25.84,5.76,-5.44,1.07,1.44,116.3,-5.47,4.4,-2.67,-2.69,-40.79,4.43,3.26,6.67,5.06,8.59,3.24,2.18,3.63,4.76,-7.91
7/7/2021,4.66,5.76,-5.44,1.07,1.44,116.3,-5.47,4.4,-2.67,-2.69,-40.79,4.43,3.26,6.67,5.06,8.59,3.24,2.18,3.63,4.76,-7.91,2.17,-7.29,-5.1,-2.78,-18.71
6/7/2021,1.44,-5.47,4.4,-2.67,-2.69,-40.79,4.43,3.26,6.67,5.06,8.59,3.24,2.18,3.63,4.76,-7.91,2.17,-7.29,-5.1,-2.78,-18.71,-7.24,5.38,-0.3,-0.62,-10
5/7/2021,-2.69,4.43,3.26,6.67,5.06,8.59,3.24,2.18,3.63,4.76,-7.91,2.17,-7.29,-5.1,-2.78,-18.71,-7.24,5.38,-0.3,-0.62,-10,5.33,3.59,1.77,0.7,111.57
4/7/2021,5.06,3.24,2.18,3.63,4.76,-7.91,2.17,-7.29,-5.1,-2.78,-18.71,-7.24,5.38,-0.3,-0.62,-10,5.33,3.59,1.77,0.7,111.57,3.63,5.16,4.62,5.77,-58.99
3/7/2021,4.76,2.17,-7.29,-5.1,-2.78,-18.71,-7.24,5.38,-0.3,-0.62,-10,5.33,3.59,1.77,0.7,111.57,3.63,5.16,4.62,5.77,-58.99,5.21,8.24,8.19,8.53,17.11
2/7/2021,-2.78,-7.24,5.38,-0.3,-0.62,-10,5.33,3.59,1.77,0.7,111.57,3.63,5.16,4.62,5.77,-58.99,5.21,8.24,8.19,8.53,17.11,8.15,1.1,7.04,5.19,-6.03
1/7/2021,-0.62,5.33,3.59,1.77,0.7,111.57,3.63,5.16,4.62,5.77,-58.99,5.21,8.24,8.19,8.53,17.11,8.15,1.1,7.04,5.19,-6.03,1.11,-9.01,-8.28,-4.13,20.61
30/6/2021,0.7,3.63,5.16,4.62,5.77,-58.99,5.21,8.24,8.19,8.53,17.11,8.15,1.1,7.04,5.19,-6.03,1.11,-9.01,-8.28,-4.13,20.61,-8.98,1.07,-0.81,-4.94,0.61
29/6/2021,5.77,5.21,8.24,8.19,8.53,17.11,8.15,1.1,7.04,5.19,-6.03,1.11,-9.01,-8.28,-4.13,20.61,-8.98,1.07,-0.81,-4.94,0.61,1.05,4.87,-0.45,3.46,-7.34
28/6/2021,8.53,8.15,1.1,7.04,5.19,-6.03,1.11,-9.01,-8.28,-4.13,20.61,-8.98,1.07,-0.81,-4.94,0.61,1.05,4.87,-0.45,3.46,-7.34,4.89,-0.72,2.45,6.81,-37.68
27/6/2021,5.19,1.11,-9.01,-8.28,-4.13,20.61,-8.98,1.07,-0.81,-4.94,0.61,1.05,4.87,-0.45,3.46,-7.34,4.89,-0.72,2.45,6.81,-37.68,-0.77,-15.74,-11.67,-8.62,5.58
26/6/2021,-4.13,-8.98,1.07,-0.81,-4.94,0.61,1.05,4.87,-0.45,3.46,-7.34,4.89,-0.72,2.45,6.81,-37.68,-0.77,-15.74,-11.67,-8.62,5.58,-15.72,3.6,-0.83,-8.64,89.44
25/6/2021,-4.94,1.05,4.87,-0.45,3.46,-7.34,4.89,-0.72,2.45,6.81,-37.68,-0.77,-15.74,-11.67,-8.62,5.58,-15.72,3.6,-0.83,-8.64,89.44,3.55,-2.84,0.01,-5.5,31.48
24/6/2021,3.46,4.89,-0.72,2.45,6.81,-37.68,-0.77,-15.74,-11.67,-8.62,5.58,-15.72,3.6,-0.83,-8.64,89.44,3.55,-2.84,0.01,-5.5,31.48,-2.81,-6.01,-4.2,1,38.68
23/6/2021,6.81,-0.77,-15.74,-11.67,-8.62,5.58,-15.72,3.6,-0.83,-8.64,89.44,3.55,-2.84,0.01,-5.5,31.48,-2.81,-6.01,-4.2,1,38.68,-5.99,0.18,-3.35,-7.2,-26.53
22/6/2021,-8.62,-15.72,3.6,-0.83,-8.64,89.44,3.55,-2.84,0.01,-5.5,31.48,-2.81,-6.01,-4.2,1,38.68,-5.99,0.18,-3.35,-7.2,-26.53,0.18,-6.94,-3.64,-1.88,-22.63
21/6/2021,-8.64,3.55,-2.84,0.01,-5.5,31.48,-2.81,-6.01,-4.2,1,38.68,-5.99,0.18,-3.35,-7.2,-26.53,0.18,-6.94,-3.64,-1.88,-22.63,-6.94,-1.44,-3.25,-6.33,-29.74
20/6/2021,-5.5,-2.81,-6.01,-4.2,1,38.68,-5.99,0.18,-3.35,-7.2,-26.53,0.18,-6.94,-3.64,-1.88,-22.63,-6.94,-1.44,-3.25,-6.33,-29.74,-1.46,2.91,1.19,1.81,8.94
19/6/2021,1,-5.99,0.18,-3.35,-7.2,-26.53,0.18,-6.94,-3.64,-1.88,-22.63,-6.94,-1.44,-3.25,-6.33,-29.74,-1.46,2.91,1.19,1.81,8.94,2.92,5.9,2.32,6.73,10.49
18/6/2021,-7.2,0.18,-6.94,-3.64,-1.88,-22.63,-6.94,-1.44,-3.25,-6.33,-29.74,-1.46,2.91,1.19,1.81,8.94,2.92,5.9,2.32,6.73,10.49,5.9,0.73,4.08,2.26,-10
17/6/2021,-1.88,-6.94,-1.44,-3.25,-6.33,-29.74,-1.46,2.91,1.19,1.81,8.94,2.92,5.9,2.32,6.73,10.49,5.9,0.73,4.08,2.26,-10,0.72,-4.8,-1.82,-2.73,206.55
16/6/2021,-6.33,-1.46,2.91,1.19,1.81,8.94,2.92,5.9,2.32,6.73,10.49,5.9,0.73,4.08,2.26,-10,0.72,-4.8,-1.82,-2.73,206.55,-4.8,-5.27,-4.66,-4.45,-54.48
15/6/2021,1.81,2.92,5.9,2.32,6.73,10.49,5.9,0.73,4.08,2.26,-10,0.72,-4.8,-1.82,-2.73,206.55,-4.8,-5.27,-4.66,-4.45,-54.48,-5.23,3.97,-0.2,1,-44.4
14/6/2021,6.73,5.9,0.73,4.08,2.26,-10,0.72,-4.8,-1.82,-2.73,206.55,-4.8,-5.27,-4.66,-4.45,-54.48,-5.23,3.97,-0.2,1,-44.4,3.81,-3.25,0.08,3.78,2985.93
13/6/2021,2.26,0.72,-4.8,-1.82,-2.73,206.55,-4.8,-5.27,-4.66,-4.45,-54.48,-5.23,3.97,-0.2,1,-44.4,3.81,-3.25,0.08,3.78,2985.93,-3.16,-4.47,-7.89,-10.1,-97.5
12/6/2021,-2.73,-4.8,-5.27,-4.66,-4.45,-54.48,-5.23,3.97,-0.2,1,-44.4,3.81,-3.25,0.08,3.78,2985.93,-3.16,-4.47,-7.89,-10.1,-97.5,-4.46,3.24,3.62,-1.27,297.96
11/6/2021,-4.45,-5.23,3.97,-0.2,1,-44.4,3.81,-3.25,0.08,3.78,2985.93,-3.16,-4.47,-7.89,-10.1,-97.5,-4.46,3.24,3.62,-1.27,297.96,3.22,-2.24,-2.5,2.29,-70.34
10/6/2021,1,3.81,-3.25,0.08,3.78,2985.93,-3.16,-4.47,-7.89,-10.1,-97.5,-4.46,3.24,3.62,-1.27,297.96,3.22,-2.24,-2.5,2.29,-70.34,-2.14,-5.88,-1.49,-0.07,3.24
9/6/2021,3.78,-3.16,-4.47,-7.89,-10.1,-97.5,-4.46,3.24,3.62,-1.27,297.96,3.22,-2.24,-2.5,2.29,-70.34,-2.14,-5.88,-1.49,-0.07,3.24,-5.85,5.6,-1.13,-4.08,126.61
8/6/2021,-10.1,-4.46,3.24,3.62,-1.27,297.96,3.22,-2.24,-2.5,2.29,-70.34,-2.14,-5.88,-1.49,-0.07,3.24,-5.85,5.6,-1.13,-4.08,126.61,5.44,2.71,3.15,4.36,-58.08
7/6/2021,-1.27,3.22,-2.24,-2.5,2.29,-70.34,-2.14,-5.88,-1.49,-0.07,3.24,-5.85,5.6,-1.13,-4.08,126.61,5.44,2.71,3.15,4.36,-58.08,2.75,-2.74,2.29,0.99,6.12
6/6/2021,2.29,-2.14,-5.88,-1.49,-0.07,3.24,-5.85,5.6,-1.13,-4.08,126.61,5.44,2.71,3.15,4.36,-58.08,2.75,-2.74,2.29,0.99,6.12,-2.76,13.45,0.89,10.98,-13.43
5/6/2021,-0.07,-5.85,5.6,-1.13,-4.08,126.61,5.44,2.71,3.15,4.36,-58.08,2.75,-2.74,2.29,0.99,6.12,-2.76,13.45,0.89,10.98,-13.43,13.51,4.83,10.06,4.47,1.07
4/6/2021,-4.08,5.44,2.71,3.15,4.36,-58.08,2.75,-2.74,2.29,0.99,6.12,-2.76,13.45,0.89,10.98,-13.43,13.51,4.83,10.06,4.47,1.07,4.83,-5.59,-3.96,-1.15,-4.76
3/6/2021,4.36,2.75,-2.74,2.29,0.99,6.12,-2.76,13.45,0.89,10.98,-13.43,13.51,4.83,10.06,4.47,1.07,4.83,-5.59,-3.96,-1.15,-4.76,-5.73,-12.06,-6.98,-5.37,-9.82
2/6/2021,0.99,-2.76,13.45,0.89,10.98,-13.43,13.51,4.83,10.06,4.47,1.07,4.83,-5.59,-3.96,-1.15,-4.76,-5.73,-12.06,-6.98,-5.37,-9.82,-11.75,-4.94,-4.36,-11.6,36.4
1/6/2021,10.98,13.51,4.83,10.06,4.47,1.07,4.83,-5.59,-3.96,-1.15,-4.76,-5.73,-12.06,-6.98,-5.37,-9.82,-11.75,-4.94,-4.36,-11.6,36.4,-5.16,6.63,-0.77,-0.36,-10.15
31/5/2021,4.47,4.83,-5.59,-3.96,-1.15,-4.76,-5.73,-12.06,-6.98,-5.37,-9.82,-11.75,-4.94,-4.36,-11.6,36.4,-5.16,6.63,-0.77,-0.36,-10.15,6.64,2.21,5.86,10.85,-18.9
30/5/2021,-1.15,-5.73,-12.06,-6.98,-5.37,-9.82,-11.75,-4.94,-4.36,-11.6,36.4,-5.16,6.63,-0.77,-0.36,-10.15,6.64,2.21,5.86,10.85,-18.9,2.2,25.98,3.01,14.8,1.23
29/5/2021,-5.37,-11.75,-4.94,-4.36,-11.6,36.4,-5.16,6.63,-0.77,-0.36,-10.15,6.64,2.21,5.86,10.85,-18.9,2.2,25.98,3.01,14.8,1.23,25.96,-8.35,12.07,19.6,-7.95
28/5/2021,-11.6,-5.16,6.63,-0.77,-0.36,-10.15,6.64,2.21,5.86,10.85,-18.9,2.2,25.98,3.01,14.8,1.23,25.96,-8.35,12.07,19.6,-7.95,-8.3,-5.77,-4.08,-19.55,24.82
27/5/2021,-0.36,6.64,2.21,5.86,10.85,-18.9,2.2,25.98,3.01,14.8,1.23,25.96,-8.35,12.07,19.6,-7.95,-8.3,-5.77,-4.08,-19.55,24.82,-5.82,-12.06,-15.37,2.44,-33.33
26/5/2021,10.85,2.2,25.98,3.01,14.8,1.23,25.96,-8.35,12.07,19.6,-7.95,-8.3,-5.77,-4.08,-19.55,24.82,-5.82,-12.06,-15.37,2.44,-33.33,-12.4,13.56,-1.9,-2.4,-2.31
25/5/2021,14.8,25.96,-8.35,12.07,19.6,-7.95,-8.3,-5.77,-4.08,-19.55,24.82,-5.82,-12.06,-15.37,2.44,-33.33,-12.4,13.56,-1.9,-2.4,-2.31,14.04,-27.83,-12.97,12.55,-32.55
24/5/2021,19.6,-8.3,-5.77,-4.08,-19.55,24.82,-5.82,-12.06,-15.37,2.44,-33.33,-12.4,13.56,-1.9,-2.4,-2.31,14.04,-27.83,-12.97,12.55,-32.55,-27.89,2.92,-3.5,-40.76,179.13
23/5/2021,-19.55,-5.82,-12.06,-15.37,2.44,-33.33,-12.4,13.56,-1.9,-2.4,-2.31,14.04,-27.83,-12.97,12.55,-32.55,-27.89,2.92,-3.5,-40.76,179.13,2.98,-8.42,-0.66,3.67,-19.3
22/5/2021,2.44,-12.4,13.56,-1.9,-2.4,-2.31,14.04,-27.83,-12.97,12.55,-32.55,-27.89,2.92,-3.5,-40.76,179.13,2.98,-8.42,-0.66,3.67,-19.3,-8.44,-1.69,-7.61,-6.62,25
21/5/2021,-2.4,14.04,-27.83,-12.97,12.55,-32.55,-27.89,2.92,-3.5,-40.76,179.13,2.98,-8.42,-0.66,3.67,-19.3,-8.44,-1.69,-7.61,-6.62,25,-1.63,-10.58,-6.12,-7.89,17.53
20/5/2021,12.55,-27.89,2.92,-3.5,-40.76,179.13,2.98,-8.42,-0.66,3.67,-19.3,-8.44,-1.69,-7.61,-6.62,25,-1.63,-10.58,-6.12,-7.89,17.53,-10.64,9.55,-1,-1.5,-5.83
19/5/2021,-40.76,2.98,-8.42,-0.66,3.67,-19.3,-8.44,-1.69,-7.61,-6.62,25,-1.63,-10.58,-6.12,-7.89,17.53,-10.64,9.55,-1,-1.5,-5.83,9.56,-2.31,3.47,4.37,-35.83
18/5/2021,3.67,-8.44,-1.69,-7.61,-6.62,25,-1.63,-10.58,-6.12,-7.89,17.53,-10.64,9.55,-1,-1.5,-5.83,9.56,-2.31,3.47,4.37,-35.83,-2.42,-8.77,-7.65,-6.7,15.47
17/5/2021,-6.62,-1.63,-10.58,-6.12,-7.89,17.53,-10.64,9.55,-1,-1.5,-5.83,9.56,-2.31,3.47,4.37,-35.83,-2.42,-8.77,-7.65,-6.7,15.47,-8.54,5.7,4.51,0.32,118.9
16/5/2021,-7.89,-10.64,9.55,-1,-1.5,-5.83,9.56,-2.31,3.47,4.37,-35.83,-2.42,-8.77,-7.65,-6.7,15.47,-8.54,5.7,4.51,0.32,118.9,5.57,0.64,-0.63,3.05,-52.96
15/5/2021,-1.5,9.56,-2.31,3.47,4.37,-35.83,-2.42,-8.77,-7.65,-6.7,15.47,-8.54,5.7,4.51,0.32,118.9,5.57,0.64,-0.63,3.05,-52.96,0.65,0.46,5.63,-1.73,39.18
14/5/2021,4.37,-2.42,-8.77,-7.65,-6.7,15.47,-8.54,5.7,4.51,0.32,118.9,5.57,0.64,-0.63,3.05,-52.96,0.65,0.46,5.63,-1.73,39.18,0.43,12.24,0.68,8.14,44.78
13/5/2021,-6.7,-8.54,5.7,4.51,0.32,118.9,5.57,0.64,-0.63,3.05,-52.96,0.65,0.46,5.63,-1.73,39.18,0.43,12.24,0.68,8.14,44.78,12.19,-0.32,10.31,2.67,-0.74
12/5/2021,0.32,5.57,0.64,-0.63,3.05,-52.96,0.65,0.46,5.63,-1.73,39.18,0.43,12.24,0.68,8.14,44.78,12.19,-0.32,10.31,2.67,-0.74,-0.24,-0.91,-0.51,-0.5,-10.6
11/5/2021,3.05,0.65,0.46,5.63,-1.73,39.18,0.43,12.24,0.68,8.14,44.78,12.19,-0.32,10.31,2.67,-0.74,-0.24,-0.91,-0.51,-0.5,-10.6,-0.94,7.26,1.72,4.7,-19.25
10/5/2021,-1.73,0.43,12.24,0.68,8.14,44.78,12.19,-0.32,10.31,2.67,-0.74,-0.24,-0.91,-0.51,-0.5,-10.6,-0.94,7.26,1.72,4.7,-19.25,7.18,-4.23,0.7,1.25,-31.75
9/5/2021,8.14,12.19,-0.32,10.31,2.67,-0.74,-0.24,-0.91,-0.51,-0.5,-10.6,-0.94,7.26,1.72,4.7,-19.25,7.18,-4.23,0.7,1.25,-31.75,-4.16,16.25,1.88,8.1,18.1
8/5/2021,2.67,-0.24,-0.91,-0.51,-0.5,-10.6,-0.94,7.26,1.72,4.7,-19.25,7.18,-4.23,0.7,1.25,-31.75,-4.16,16.25,1.88,8.1,18.1,16.24,0.17,15.64,3.36,78.46
7/5/2021,-0.5,-0.94,7.26,1.72,4.7,-19.25,7.18,-4.23,0.7,1.25,-31.75,-4.16,16.25,1.88,8.1,18.1,16.24,0.17,15.64,3.36,78.46,0.19,6.23,1.11,3.65,-13.91
6/5/2021,4.7,7.18,-4.23,0.7,1.25,-31.75,-4.16,16.25,1.88,8.1,18.1,16.24,0.17,15.64,3.36,78.46,0.19,6.23,1.11,3.65,-13.91,6.2,0.55,5.51,1.01,-0.66
5/5/2021,1.25,-4.16,16.25,1.88,8.1,18.1,16.24,0.17,15.64,3.36,78.46,0.19,6.23,1.11,3.65,-13.91,6.2,0.55,5.51,1.01,-0.66,0.56,0.38,0,2.09,-7.88
4/5/2021,8.1,16.24,0.17,15.64,3.36,78.46,0.19,6.23,1.11,3.65,-13.91,6.2,0.55,5.51,1.01,-0.66,0.56,0.38,0,2.09,-7.88,0.39,3.03,1.4,4.2,-5.17
3/5/2021,3.36,0.19,6.23,1.11,3.65,-13.91,6.2,0.55,5.51,1.01,-0.66,0.56,0.38,0,2.09,-7.88,0.39,3.03,1.4,4.2,-5.17,3.05,5.32,3.03,3.15,20
2/5/2021,3.65,6.2,0.55,5.51,1.01,-0.66,0.56,0.38,0,2.09,-7.88,0.39,3.03,1.4,4.2,-5.17,3.05,5.32,3.03,3.15,20,5.22,9.07,5.44,7.74,-18.99
1/5/2021,1.01,0.56,0.38,0,2.09,-7.88,0.39,3.03,1.4,4.2,-5.17,3.05,5.32,3.03,3.15,20,5.22,9.07,5.44,7.74,-18.99,9.35,4.66,7.84,6.27,75.49
30/4/2021,2.09,0.39,3.03,1.4,4.2,-5.17,3.05,5.32,3.03,3.15,20,5.22,9.07,5.44,7.74,-18.99,9.35,4.66,7.84,6.27,75.49,4.54,-6.34,-0.52,0.48,-36.65
29/4/2021,4.2,3.05,5.32,3.03,3.15,20,5.22,9.07,5.44,7.74,-18.99,9.35,4.66,7.84,6.27,75.49,4.54,-6.34,-0.52,0.48,-36.65,-6.39,-1.32,-2.98,1.9,-53.47
28/4/2021,3.15,5.22,9.07,5.44,7.74,-18.99,9.35,4.66,7.84,6.27,75.49,4.54,-6.34,-0.52,0.48,-36.65,-6.39,-1.32,-2.98,1.9,-53.47,-1.41,1.64,-7.67,-8.39,9.15
27/4/2021,7.74,9.35,4.66,7.84,6.27,75.49,4.54,-6.34,-0.52,0.48,-36.65,-6.39,-1.32,-2.98,1.9,-53.47,-1.41,1.64,-7.67,-8.39,9.15,1.71,1.22,7.11,3.36,50.95
26/4/2021,6.27,4.54,-6.34,-0.52,0.48,-36.65,-6.39,-1.32,-2.98,1.9,-53.47,-1.41,1.64,-7.67,-8.39,9.15,1.71,1.22,7.11,3.36,50.95,1.23,7.9,5.22,8.75,12.9
25/4/2021,0.48,-6.39,-1.32,-2.98,1.9,-53.47,-1.41,1.64,-7.67,-8.39,9.15,1.71,1.22,7.11,3.36,50.95,1.23,7.9,5.22,8.75,12.9,7.94,-3.36,3.05,-1.12,-2.11
24/4/2021,1.9,-1.41,1.64,-7.67,-8.39,9.15,1.71,1.22,7.11,3.36,50.95,1.23,7.9,5.22,8.75,12.9,7.94,-3.36,3.05,-1.12,-2.11,-3.42,-3.53,-2.68,6.79,-31.16
23/4/2021,-8.39,1.71,1.22,7.11,3.36,50.95,1.23,7.9,5.22,8.75,12.9,7.94,-3.36,3.05,-1.12,-2.11,-3.42,-3.53,-2.68,6.79,-31.16,-3.5,-4.38,-6.23,-15.78,59.54
22/4/2021,3.36,1.23,7.9,5.22,8.75,12.9,7.94,-3.36,3.05,-1.12,-2.11,-3.42,-3.53,-2.68,6.79,-31.16,-3.5,-4.38,-6.23,-15.78,59.54,-4.33,-3.6,-1.99,0.51,-16.83
21/4/2021,8.75,7.94,-3.36,3.05,-1.12,-2.11,-3.42,-3.53,-2.68,6.79,-31.16,-3.5,-4.38,-6.23,-15.78,59.54,-4.33,-3.6,-1.99,0.51,-16.83,-3.62,3.36,0.1,-4.18,8.9
20/4/2021,-1.12,-3.42,-3.53,-2.68,6.79,-31.16,-3.5,-4.38,-6.23,-15.78,59.54,-4.33,-3.6,-1.99,0.51,-16.83,-3.62,3.36,0.1,-4.18,8.9,3.4,5.81,3.95,5.31,-9.48
19/4/2021,6.79,-3.5,-4.38,-6.23,-15.78,59.54,-4.33,-3.6,-1.99,0.51,-16.83,-3.62,3.36,0.1,-4.18,8.9,3.4,5.81,3.95,5.31,-9.48,5.72,7.56,5.61,6.79,-11.34
18/4/2021,-15.78,-4.33,-3.6,-1.99,0.51,-16.83,-3.62,3.36,0.1,-4.18,8.9,3.4,5.81,3.95,5.31,-9.48,5.72,7.56,5.61,6.79,-11.34,7.58,-0.62,5.27,1.56,10.19
17/4/2021,0.51,-3.62,3.36,0.1,-4.18,8.9,3.4,5.81,3.95,5.31,-9.48,5.72,7.56,5.61,6.79,-11.34,7.58,-0.62,5.27,1.56,10.19,-0.63,0.79,1.61,-0.51,9.64
16/4/2021,-4.18,3.4,5.81,3.95,5.31,-9.48,5.72,7.56,5.61,6.79,-11.34,7.58,-0.62,5.27,1.56,10.19,-0.63,0.79,1.61,-0.51,9.64,0.83,3.22,-1.5,2.74,-5.74
15/4/2021,5.31,5.72,7.56,5.61,6.79,-11.34,7.58,-0.62,5.27,1.56,10.19,-0.63,0.79,1.61,-0.51,9.64,0.83,3.22,-1.5,2.74,-5.74,3.23,-0.62,4.6,0.38,-15.38
14/4/2021,6.79,7.58,-0.62,5.27,1.56,10.19,-0.63,0.79,1.61,-0.51,9.64,0.83,3.22,-1.5,2.74,-5.74,3.23,-0.62,4.6,0.38,-15.38,-0.62,6,0.82,5.05,42.77
13/4/2021,1.56,-0.63,0.79,1.61,-0.51,9.64,0.83,3.22,-1.5,2.74,-5.74,3.23,-0.62,4.6,0.38,-15.38,-0.62,6,0.82,5.05,42.77,6.04,-7.1,-2.08,0.63,-24.78
12/4/2021,-0.51,0.83,3.22,-1.5,2.74,-5.74,3.23,-0.62,4.6,0.38,-15.38,-0.62,6,0.82,5.05,42.77,6.04,-7.1,-2.08,0.63,-24.78,-7.11,0.17,-1.05,-5.27,19.17
11/4/2021,2.74,3.23,-0.62,4.6,0.38,-15.38,-0.62,6,0.82,5.05,42.77,6.04,-7.1,-2.08,0.63,-24.78,-7.11,0.17,-1.05,-5.27,19.17,0.24,1.57,1.08,2.17,-16.45
10/4/2021,0.38,-0.62,6,0.82,5.05,42.77,6.04,-7.1,-2.08,0.63,-24.78,-7.11,0.17,-1.05,-5.27,19.17,0.24,1.57,1.08,2.17,-16.45,1.47,3.4,1.75,1.11,45.28
9/4/2021,5.05,6.04,-7.1,-2.08,0.63,-24.78,-7.11,0.17,-1.05,-5.27,19.17,0.24,1.57,1.08,2.17,-16.45,1.47,3.4,1.75,1.11,45.28,3.35,-5.94,-2.17,-1.12,-20.9
8/4/2021,0.63,-7.11,0.17,-1.05,-5.27,19.17,0.24,1.57,1.08,2.17,-16.45,1.47,3.4,1.75,1.11,45.28,3.35,-5.94,-2.17,-1.12,-20.9,-5.9,8.46,-0.3,2.79,-18.62
7/4/2021,-5.27,0.24,1.57,1.08,2.17,-16.45,1.47,3.4,1.75,1.11,45.28,3.35,-5.94,-2.17,-1.12,-20.9,-5.9,8.46,-0.3,2.79,-18.62,8.47,2.57,8.08,2.77,18.75
6/4/2021,2.17,1.47,3.4,1.75,1.11,45.28,3.35,-5.94,-2.17,-1.12,-20.9,-5.9,8.46,-0.3,2.79,-18.62,8.47,2.57,8.08,2.77,18.75,2.61,4.23,1.98,6.92,-19.69
5/4/2021,1.11,3.35,-5.94,-2.17,-1.12,-20.9,-5.9,8.46,-0.3,2.79,-18.62,8.47,2.57,8.08,2.77,18.75,2.61,4.23,1.98,6.92,-19.69,4.18,1.33,4.72,-0.78,-14.52
4/4/2021,-1.12,-5.9,8.46,-0.3,2.79,-18.62,8.47,2.57,8.08,2.77,18.75,2.61,4.23,1.98,6.92,-19.69,4.18,1.33,4.72,-0.78,-14.52,1.34,7.71,0.99,6.57,56.19
